system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
3,034_1,ht,-1,-1,-1,2,034_1,zhen_prof1,-1,gg,-1
1,034_1,ht,-1,-1,-1,2,034_1,zhen_prof1,-1,c6,-1
1,034_1,gg,-1,-1,-1,3,034_1,zhen_prof1,-1,c6,-1
3,034_1,ht,-1,-1,-1,2,034_1,zhen_prof2,-1,gg,-1
1,034_1,ht,-1,-1,-1,2,034_1,zhen_prof2,-1,c6,-1
1,034_1,gg,-1,-1,-1,3,034_1,zhen_prof2,-1,c6,-1
3,034_1,ht,-1,-1,-1,1,034_1,zhen_nonprof1,-1,gg,-1
2,034_1,ht,-1,-1,-1,1,034_1,zhen_nonprof1,-1,c6,-1
2,034_1,gg,-1,-1,-1,3,034_1,zhen_nonprof1,-1,c6,-1
1,034_1,ht,-1,-1,-1,1,034_1,zhen_nonprof2,-1,gg,-1
1,034_1,ht,-1,-1,-1,1,034_1,zhen_nonprof2,-1,c6,-1
1,034_1,gg,-1,-1,-1,1,034_1,zhen_nonprof2,-1,c6,-1
3,034_2,ht,-1,-1,-1,1,034_2,zhen_prof1,-1,gg,-1
2,034_2,ht,-1,-1,-1,1,034_2,zhen_prof1,-1,c6,-1
2,034_2,gg,-1,-1,-1,3,034_2,zhen_prof1,-1,c6,-1
2,034_2,ht,-1,-1,-1,2,034_2,zhen_prof2,-1,gg,-1
1,034_2,ht,-1,-1,-1,2,034_2,zhen_prof2,-1,c6,-1
1,034_2,gg,-1,-1,-1,2,034_2,zhen_prof2,-1,c6,-1
1,034_2,ht,-1,-1,-1,3,034_2,zhen_nonprof1,-1,gg,-1
2,034_2,ht,-1,-1,-1,3,034_2,zhen_nonprof1,-1,c6,-1
2,034_2,gg,-1,-1,-1,1,034_2,zhen_nonprof1,-1,c6,-1
1,034_2,ht,-1,-1,-1,1,034_2,zhen_nonprof2,-1,gg,-1
1,034_2,ht,-1,-1,-1,1,034_2,zhen_nonprof2,-1,c6,-1
1,034_2,gg,-1,-1,-1,1,034_2,zhen_nonprof2,-1,c6,-1
2,034_3,ht,-1,-1,-1,1,034_3,zhen_prof1,-1,gg,-1
2,034_3,ht,-1,-1,-1,1,034_3,zhen_prof1,-1,c6,-1
2,034_3,gg,-1,-1,-1,2,034_3,zhen_prof1,-1,c6,-1
2,034_3,ht,-1,-1,-1,1,034_3,zhen_prof2,-1,gg,-1
2,034_3,ht,-1,-1,-1,1,034_3,zhen_prof2,-1,c6,-1
2,034_3,gg,-1,-1,-1,2,034_3,zhen_prof2,-1,c6,-1
2,034_3,ht,-1,-1,-1,1,034_3,zhen_nonprof1,-1,gg,-1
3,034_3,ht,-1,-1,-1,1,034_3,zhen_nonprof1,-1,c6,-1
3,034_3,gg,-1,-1,-1,2,034_3,zhen_nonprof1,-1,c6,-1
1,034_3,ht,-1,-1,-1,2,034_3,zhen_nonprof2,-1,gg,-1
1,034_3,ht,-1,-1,-1,2,034_3,zhen_nonprof2,-1,c6,-1
1,034_3,gg,-1,-1,-1,1,034_3,zhen_nonprof2,-1,c6,-1
